entry_id,field4,field5,field1,field2,field3,loc,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14
189,23.00,30.00,3.00,12.00,189.00,'$GNGGA,003532.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
190,21.00,33.00,7.00,18.00,190.00,'$GNGGA,003543.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
191,20.00,34.00,7.00,19.00,191.00,'$GNGGA,003554.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
192,22.00,31.00,5.00,19.00,192.00,'$GNGGA,003605.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
193,23.00,34.00,5.00,16.00,193.00,'$GNGGA,003616.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
194,21.00,30.00,6.00,16.00,194.00,'$GNGGA,003627.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
195,22.00,30.00,5.00,14.00,195.00,'$GNGGA,003638.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
196,22.00,30.00,4.00,19.00,196.00,'$GNGGA,003649.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
197,24.00,31.00,8.00,11.00,197.00,'$GNGGA,003700.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
198,20.00,34.00,9.00,18.00,198.00,'$GNGGA,003711.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
199,21.00,32.00,8.00,16.00,199.00,'$GNGGA,003722.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
200,20.00,34.00,9.00,13.00,200.00,'$GNGGA,003733.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
201,20.00,33.00,5.00,15.00,201.00,'$GNGGA,003744.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
202,21.00,33.00,6.00,13.00,202.00,'$GNGGA,003755.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
203,21.00,33.00,7.00,19.00,203.00,'$GNGGA,003806.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
204,23.00,33.00,8.00,18.00,204.00,'$GNGGA,003817.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
205,24.00,31.00,7.00,12.00,205.00,'$GNGGA,003828.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
206,20.00,30.00,2.00,17.00,206.00,'$GNGGA,003839.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
207,23.00,30.00,5.00,18.00,207.00,'$GNGGA,003850.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
208,23.00,30.00,2.00,10.00,208.00,'$GNGGA,003901.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
209,22.00,31.00,6.00,19.00,209.00,'$GNGGA,003912.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
210,20.00,30.00,7.00,16.00,210.00,'$GNGGA,003923.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
211,20.00,34.00,9.00,13.00,211.00,'$GNGGA,003934.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
212,21.00,30.00,2.00,11.00,212.00,'$GNGGA,003945.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
213,22.00,33.00,9.00,17.00,213.00,'$GNGGA,003956.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
214,20.00,30.00,9.00,11.00,214.00,'$GNGGA,004007.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
215,22.00,31.00,3.00,17.00,215.00,'$GNGGA,004018.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
216,24.00,30.00,7.00,14.00,216.00,'$GNGGA,004029.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
217,24.00,34.00,4.00,10.00,217.00,'$GNGGA,004040.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
218,23.00,34.00,2.00,19.00,218.00,'$GNGGA,004051.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
219,23.00,32.00,6.00,16.00,219.00,'$GNGGA,004102.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
220,23.00,30.00,9.00,10.00,220.00,'$GNGGA,004113.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
221,22.00,30.00,9.00,16.00,221.00,'$GNGGA,004124.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
222,23.00,34.00,7.00,12.00,222.00,'$GNGGA,004135.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
223,22.00,33.00,3.00,14.00,223.00,'$GNGGA,004146.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
224,24.00,32.00,7.00,10.00,224.00,'$GNGGA,004157.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
225,21.00,34.00,6.00,12.00,225.00,'$GNGGA,004208.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
226,22.00,33.00,5.00,18.00,226.00,'$GNGGA,004219.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
227,22.00,34.00,8.00,12.00,227.00,'$GNGGA,004230.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
228,23.00,32.00,3.00,11.00,228.00,'$GNGGA,004241.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
229,20.00,33.00,3.00,13.00,229.00,'$GNGGA,004252.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
230,22.00,32.00,3.00,13.00,230.00,'$GNGGA,004303.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
231,22.00,30.00,4.00,12.00,231.00,'$GNGGA,004314.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
232,23.00,33.00,2.00,16.00,232.00,'$GNGGA,004325.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
233,24.00,32.00,8.00,10.00,233.00,'$GNGGA,004336.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
234,20.00,33.00,8.00,11.00,234.00,'$GNGGA,004347.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
235,23.00,32.00,8.00,11.00,235.00,'$GNGGA,004358.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
236,24.00,34.00,9.00,12.00,236.00,'$GNGGA,004409.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
237,23.00,31.00,3.00,13.00,237.00,'$GNGGA,004420.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
238,23.00,33.00,5.00,11.00,238.00,'$GNGGA,004431.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
239,23.00,33.00,3.00,16.00,239.00,'$GNGGA,004442.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
240,23.00,32.00,9.00,11.00,240.00,'$GNGGA,004453.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
241,22.00,32.00,3.00,15.00,241.00,'$GNGGA,004504.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
242,20.00,31.00,2.00,13.00,242.00,'$GNGGA,004515.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
243,24.00,32.00,4.00,15.00,243.00,'$GNGGA,004526.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
244,24.00,30.00,9.00,13.00,244.00,'$GNGGA,004537.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
245,20.00,33.00,5.00,19.00,245.00,'$GNGGA,004548.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
246,20.00,31.00,5.00,12.00,246.00,'$GNGGA,004559.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
247,22.00,34.00,6.00,13.00,247.00,'$GNGGA,004610.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
248,22.00,34.00,8.00,10.00,248.00,'$GNGGA,004621.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
249,21.00,32.00,8.00,14.00,249.00,'$GNGGA,004632.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
250,20.00,34.00,2.00,19.00,250.00,'$GNGGA,004643.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
251,22.00,30.00,7.00,11.00,251.00,'$GNGGA,004654.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
252,20.00,30.00,8.00,19.00,252.00,'$GNGGA,004705.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
253,20.00,32.00,2.00,16.00,253.00,'$GNGGA,004716.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
254,20.00,32.00,8.00,12.00,254.00,'$GNGGA,004727.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
255,21.00,34.00,4.00,19.00,255.00,'$GNGGA,004738.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
256,20.00,30.00,2.00,18.00,256.00,'$GNGGA,004749.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
257,22.00,33.00,5.00,13.00,257.00,'$GNGGA,004800.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
258,22.00,30.00,9.00,18.00,258.00,'$GNGGA,004811.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
259,22.00,31.00,4.00,14.00,259.00,'$GNGGA,004822.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
260,21.00,34.00,8.00,17.00,260.00,'$GNGGA,004833.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
261,21.00,32.00,8.00,18.00,261.00,'$GNGGA,004844.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
262,23.00,33.00,6.00,10.00,262.00,'$GNGGA,004855.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
263,23.00,33.00,5.00,12.00,263.00,'$GNGGA,004906.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
264,20.00,34.00,6.00,18.00,264.00,'$GNGGA,004917.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
265,22.00,33.00,9.00,17.00,265.00,'$GNGGA,004928.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
266,24.00,30.00,7.00,11.00,266.00,'$GNGGA,004939.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
267,20.00,30.00,7.00,14.00,267.00,'$GNGGA,004950.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
268,23.00,30.00,8.00,11.00,268.00,'$GNGGA,005001.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
269,23.00,33.00,8.00,11.00,269.00,'$GNGGA,005012.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
270,23.00,30.00,8.00,18.00,270.00,'$GNGGA,005023.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
271,23.00,31.00,3.00,15.00,271.00,'$GNGGA,005034.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
272,20.00,30.00,8.00,12.00,272.00,'$GNGGA,005045.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
273,22.00,34.00,2.00,17.00,273.00,'$GNGGA,005056.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
274,22.00,33.00,8.00,13.00,274.00,'$GNGGA,005107.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
275,22.00,32.00,5.00,12.00,275.00,'$GNGGA,005118.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
276,21.00,32.00,6.00,12.00,276.00,'$GNGGA,005129.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
277,22.00,30.00,8.00,18.00,277.00,'$GNGGA,005140.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
278,22.00,31.00,5.00,10.00,278.00,'$GNGGA,005151.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
279,24.00,33.00,6.00,14.00,279.00,'$GNGGA,005202.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
280,23.00,32.00,9.00,18.00,280.00,'$GNGGA,005213.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
281,20.00,33.00,6.00,19.00,281.00,'$GNGGA,005224.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
282,24.00,32.00,7.00,12.00,282.00,'$GNGGA,005235.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
283,22.00,34.00,5.00,17.00,283.00,'$GNGGA,005246.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
284,22.00,33.00,4.00,14.00,284.00,'$GNGGA,005257.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
285,23.00,30.00,2.00,10.00,285.00,'$GNGGA,005308.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
286,23.00,32.00,2.00,18.00,286.00,'$GNGGA,005319.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
287,23.00,34.00,6.00,14.00,287.00,'$GNGGA,005330.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
288,21.00,30.00,5.00,11.00,288.00,'$GNGGA,005341.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
289,20.00,33.00,4.00,16.00,289.00,'$GNGGA,005352.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
290,24.00,33.00,8.00,14.00,290.00,'$GNGGA,005403.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
291,21.00,33.00,9.00,16.00,291.00,'$GNGGA,005414.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
292,24.00,31.00,4.00,17.00,292.00,'$GNGGA,005425.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
293,23.00,31.00,6.00,16.00,293.00,'$GNGGA,005436.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
294,22.00,31.00,9.00,13.00,294.00,'$GNGGA,005447.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
295,21.00,30.00,5.00,10.00,295.00,'$GNGGA,005458.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
296,24.00,34.00,5.00,12.00,296.00,'$GNGGA,005509.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
297,21.00,34.00,2.00,19.00,297.00,'$GNGGA,005520.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
298,21.00,34.00,9.00,16.00,298.00,'$GNGGA,005531.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
299,24.00,34.00,8.00,19.00,299.00,'$GNGGA,005542.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
300,23.00,31.00,9.00,12.00,300.00,'$GNGGA,005553.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
301,20.00,31.00,4.00,11.00,301.00,'$GNGGA,005604.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
302,21.00,34.00,2.00,12.00,302.00,'$GNGGA,005615.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
303,23.00,32.00,8.00,19.00,303.00,'$GNGGA,005626.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
304,20.00,32.00,4.00,12.00,304.00,'$GNGGA,005637.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
305,21.00,34.00,9.00,17.00,305.00,'$GNGGA,005648.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
306,23.00,33.00,7.00,19.00,306.00,'$GNGGA,005659.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
307,23.00,31.00,6.00,16.00,307.00,'$GNGGA,005710.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
308,24.00,30.00,9.00,17.00,308.00,'$GNGGA,005721.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
309,24.00,33.00,4.00,18.00,309.00,'$GNGGA,005732.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
310,23.00,34.00,3.00,16.00,310.00,'$GNGGA,005743.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
311,22.00,31.00,4.00,18.00,311.00,'$GNGGA,005754.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
312,24.00,31.00,5.00,10.00,312.00,'$GNGGA,005805.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
313,20.00,33.00,5.00,18.00,313.00,'$GNGGA,005816.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
314,23.00,31.00,8.00,13.00,314.00,'$GNGGA,005827.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
315,21.00,31.00,4.00,19.00,315.00,'$GNGGA,005838.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
316,22.00,33.00,8.00,19.00,316.00,'$GNGGA,005849.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
317,24.00,33.00,7.00,16.00,317.00,'$GNGGA,005900.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
318,23.00,31.00,6.00,13.00,318.00,'$GNGGA,005911.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
319,22.00,33.00,8.00,12.00,319.00,'$GNGGA,005922.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
320,22.00,34.00,6.00,18.00,320.00,'$GNGGA,005933.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
321,22.00,32.00,6.00,16.00,321.00,'$GNGGA,005944.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
322,24.00,31.00,6.00,10.00,322.00,'$GNGGA,005955.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
323,23.00,33.00,2.00,10.00,323.00,'$GNGGA,010006.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
324,23.00,34.00,6.00,19.00,324.00,'$GNGGA,010017.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
325,24.00,30.00,4.00,19.00,325.00,'$GNGGA,010028.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
326,24.00,30.00,5.00,12.00,326.00,'$GNGGA,010039.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
327,22.00,30.00,8.00,16.00,327.00,'$GNGGA,010050.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
328,21.00,31.00,4.00,17.00,328.00,'$GNGGA,010101.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
329,23.00,34.00,8.00,13.00,329.00,'$GNGGA,010112.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
330,21.00,31.00,3.00,14.00,330.00,'$GNGGA,010123.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
331,20.00,30.00,6.00,14.00,331.00,'$GNGGA,010134.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
332,24.00,32.00,6.00,17.00,332.00,'$GNGGA,010145.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
333,21.00,32.00,4.00,18.00,333.00,'$GNGGA,010156.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
334,23.00,31.00,6.00,19.00,334.00,'$GNGGA,010207.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
335,22.00,33.00,9.00,16.00,335.00,'$GNGGA,010218.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
336,21.00,33.00,8.00,16.00,336.00,'$GNGGA,010229.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
337,22.00,33.00,8.00,11.00,337.00,'$GNGGA,010240.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
338,23.00,32.00,8.00,13.00,338.00,'$GNGGA,010251.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
339,21.00,30.00,2.00,19.00,339.00,'$GNGGA,010302.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
340,20.00,30.00,8.00,14.00,340.00,'$GNGGA,010313.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
341,24.00,33.00,7.00,15.00,341.00,'$GNGGA,010324.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
342,21.00,34.00,5.00,18.00,342.00,'$GNGGA,010335.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
343,20.00,33.00,5.00,16.00,343.00,'$GNGGA,010346.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
344,21.00,30.00,9.00,14.00,344.00,'$GNGGA,010357.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
345,20.00,33.00,4.00,16.00,345.00,'$GNGGA,010408.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
346,24.00,33.00,3.00,18.00,346.00,'$GNGGA,010419.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
347,24.00,34.00,4.00,17.00,347.00,'$GNGGA,010430.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
348,20.00,34.00,8.00,13.00,348.00,'$GNGGA,010441.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
349,20.00,32.00,6.00,12.00,349.00,'$GNGGA,010452.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
350,21.00,34.00,2.00,17.00,350.00,'$GNGGA,010503.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
351,22.00,30.00,7.00,11.00,351.00,'$GNGGA,010514.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
352,22.00,32.00,4.00,10.00,352.00,'$GNGGA,010525.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
353,24.00,33.00,9.00,19.00,353.00,'$GNGGA,010536.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
354,24.00,32.00,6.00,17.00,354.00,'$GNGGA,010547.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
355,22.00,30.00,7.00,18.00,355.00,'$GNGGA,010558.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
356,23.00,32.00,5.00,13.00,356.00,'$GNGGA,010609.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
357,23.00,32.00,9.00,14.00,357.00,'$GNGGA,010620.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
358,20.00,30.00,6.00,17.00,358.00,'$GNGGA,010631.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
359,21.00,32.00,9.00,14.00,359.00,'$GNGGA,010642.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
360,24.00,30.00,9.00,19.00,360.00,'$GNGGA,010653.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
361,23.00,31.00,3.00,19.00,361.00,'$GNGGA,010704.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
362,24.00,34.00,9.00,12.00,362.00,'$GNGGA,010715.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
363,20.00,31.00,3.00,10.00,363.00,'$GNGGA,010726.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
364,23.00,34.00,5.00,18.00,364.00,'$GNGGA,010737.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
365,21.00,33.00,7.00,19.00,365.00,'$GNGGA,010748.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
366,22.00,30.00,7.00,12.00,366.00,'$GNGGA,010759.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
367,20.00,30.00,6.00,16.00,367.00,'$GNGGA,010810.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
368,23.00,32.00,6.00,18.00,368.00,'$GNGGA,010821.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
369,24.00,33.00,5.00,10.00,369.00,'$GNGGA,010832.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
370,21.00,33.00,5.00,17.00,370.00,'$GNGGA,010843.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
371,20.00,34.00,2.00,18.00,371.00,'$GNGGA,010854.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
372,24.00,31.00,6.00,10.00,372.00,'$GNGGA,010905.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
373,21.00,30.00,3.00,10.00,373.00,'$GNGGA,010916.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
374,20.00,33.00,7.00,18.00,374.00,'$GNGGA,010927.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
375,20.00,31.00,5.00,18.00,375.00,'$GNGGA,010938.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
376,24.00,33.00,6.00,15.00,376.00,'$GNGGA,010949.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
377,24.00,32.00,2.00,12.00,377.00,'$GNGGA,011000.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
378,22.00,30.00,8.00,11.00,378.00,'$GNGGA,011011.264,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
